Gene_name,Protein_name_x,half_life_x,Protein_name_y,half_life_y,half_life_all_x,half_life_all_y,kdeg
YDR231C,Q04935,4.486820309371199,Q04935,9.269344,4.486820309371199,9.269344,0.07477845040166221
YDR232W,P09950,1.4557308164175287,P09950,8.677604,1.4557308164175287,8.677604,0.0798777151573113
YDR233C,Q04947,2.0765227084947067,Q04947,9.663026,2.0765227084947067,9.663026,0.07173189646389705
YDR234W,P49367,2.719705876852633,P49367,10.51274,2.719705876852633,10.51274,0.06593401725524889
YDR236C,Q03778,3.315403650401915,Q03778,1.614979,3.315403650401915,1.614979,0.4291988815705624
YDR237W,P36519,3.3370576761214004,P36519,7.217903,3.3370576761214004,7.217903,0.09603165636334339
YDR238C,P41810,2.504014885455261,P41810,11.44701,2.504014885455261,11.44701,0.06055268411226558
YDR239C,Q03780,2.1177638856296688,,,2.1177638856296688,2.1177638856296688,0.3273014452949054
YDR243C,P23394,1.5215831252759568,P23394,5.894529,1.5215831252759568,5.894529,0.11759161428503367
YDR244W,P35056,2.086183753175228,P35056,2.469473,2.086183753175228,2.469473,0.2806862762054679
YDR245W,P50108,1.878133238753889,P50108,8.924038,1.878133238753889,8.924038,0.07767192167491278
YDR246W,Q03784,2.162894530313764,Q03784,9.045207,2.162894530313764,9.045207,0.07663143370405402
YDR248C,Q03786,3.0566209269299005,Q03786,10.57199,3.0566209269299005,10.57199,0.06556449453319056
YDR251W,P37304,3.0335313748644417,P37304,8.165204,3.0335313748644417,8.165204,0.08489036900485834
YDR255C,Q12508,,Q12508,10.06397,10.06397,10.06397,0.06887413024481844
YDR257C,Q12504,1.4349700270474857,Q12504,9.072065,1.4349700270474857,9.072065,0.07640456506428749
YDR258C,P33416,4.603496938908302,P33416,44.7564,4.603496938908302,44.7564,0.015487107554672523
YDR261C,P52911,2.940251632918949,P52911,4.666703,2.940251632918949,4.666703,0.1485303822762977
YDR262W,Q12331,1.0097412806282708,Q12331,0.990961,1.0097412806282708,0.990961,0.6994696870612923
YDR264C,P39010,,P39010,10.04262,10.04262,10.04262,0.06902055246140403
YDR266C,Q05580,1.5934704733913883,Q05580,7.790632,1.5934704733913883,7.790632,0.08897188065871232
YDR267C,Q05583,2.1362609317901464,Q05583,9.632085,2.1362609317901464,9.632085,0.0719623197428122
YDR268W,P04803,9.931797429091134,P04803,9.772502,9.931797429091134,9.772502,0.07092832322366835
YDR272W,Q05584,1.98060675795954,Q05584,7.161036,1.98060675795954,7.161036,0.09679426001488406
YDR279W,Q05635,1.823113168730554,Q05635,9.76034,1.823113168730554,9.76034,0.0710167043934889
YDR280W,Q05636,1.4458371036687456,Q05636,9.086839,1.4458371036687456,9.086839,0.07628034133321228
YDR282C,Q05648,1.4672852780717571,,,1.4672852780717571,1.4672852780717571,0.4724011008076421
YDR283C,P15442,2.294737910996531,P15442,11.11274,2.294737910996531,11.11274,0.06237410220701153
YDR286C,Q05530,1.884022572204393,,,1.884022572204393,1.884022572204393,0.3679081083136553
YDR287W,Q05533,,Q05533,8.132236,8.132236,8.132236,0.08523451367618269
YDR288W,Q05541,,Q05541,7.167137,7.167137,7.167137,0.09671186424369246
YDR289C,Q05543,2.287033787390443,Q05543,8.413637,2.287033787390443,8.413637,0.08238377535897322
YDR292C,P32916,1.9232100870249762,P32916,9.901813,1.9232100870249762,9.901813,0.07000204715640916
YDR293C,P24276,2.754741318427455,P24276,11.30628,2.754741318427455,11.30628,0.061306387296258834
YDR294C,Q05567,3.169390676731995,Q05567,8.520986,3.169390676731995,8.520986,0.08134588891003286
YDR295C,Q06629,2.611489409680863,Q06629,9.382225,2.611489409680863,9.382225,0.07387876335943183
YDR296W,Q06630,2.5056877064447587,Q06630,6.954402,2.5056877064447587,6.954402,0.09967027798507266
YDR297W,P38992,2.78578482345306,P38992,6.510046,2.78578482345306,6.510046,0.10647346893707745
YDR298C,P09457,2.6436025147351234,P09457,7.248122,2.6436025147351234,7.248122,0.09563127946245183
YDR299W,Q06631,1.0463134645700305,Q06631,8.36622,1.0463134645700305,8.36622,0.08285069966603141
YDR300C,P32264,1.5828495103497455,P32264,10.87729,1.5828495103497455,10.87729,0.06372425305935074
YDR303C,Q06639,2.3456031265759374,Q06639,9.188503,2.3456031265759374,9.188503,0.07543635568927226
YDR304C,P35176,2.8414810454271597,P35176,10.71441,2.8414810454271597,10.71441,0.06469298641361916
YDR305C,P49775,2.611151480618373,P49775,9.352796,2.611151480618373,9.352796,0.07411122626431126
YDR307W,Q06644,3.088624258430983,,,3.088624258430983,3.088624258430983,0.22441939276617062
YDR308C,P47822,1.599841361837052,P47822,5.278759,1.599841361837052,5.278759,0.13130873763320985
YDR310C,P46676,2.0271176314254298,P46676,9.097917,2.0271176314254298,9.097917,0.07618745923489358
YDR311W,P32776,1.994590991821523,P32776,8.151806,1.994590991821523,8.151806,0.08502989160438132
YDR312W,Q12153,,Q12153,9.821614,9.821614,9.821614,0.0705736532264397
YDR316W,Q06668,2.3076027069164677,Q06668,7.708861,2.3076027069164677,7.708861,0.08991564130679555
YDR320C,Q06677,2.0784274575658293,Q06677,9.577897,2.0784274575658293,9.577897,0.07236945443868788
YDR320C-A,P69851,2.102658975474855,,,2.102658975474855,2.102658975474855,0.32965268673842274
YDR321W,P38986,1.4355227128308805,P38986,10.84796,1.4355227128308805,10.84796,0.06389654649906022
YDR322C-A,P81449,2.357640339329694,P81449,6.795125,2.357640339329694,6.795125,0.10200653859346889
YDR322W,Q06678,2.652639793587444,Q06678,9.206042,2.652639793587444,9.206042,0.07529263722237475
YDR323C,P32609,1.6323817464676453,P32609,8.710719,1.6323817464676453,8.710719,0.07957404900329644
YDR324C,Q06679,1.2863631111163967,Q06679,10.5442,1.2863631111163967,10.5442,0.06573729448985653
YDR325W,Q06680,1.5070736025508735,Q06680,5.01231,1.5070736025508735,5.01231,0.13828896867112075
YDR326C,Q06681,0.91975564592062,Q06681,2.547121,0.91975564592062,2.547121,0.2721296634749371
YDR328C,P52286,2.6555855285149064,P52286,10.59146,2.6555855285149064,10.59146,0.06544396906186166
YDR330W,Q06682,2.9344249929169006,Q06682,6.680682,2.9344249929169006,6.680682,0.10375395514409237
YDR333C,Q05468,1.8567726807633729,Q05468,9.634821,1.8567726807633729,9.634821,0.07194188460376641
YDR337W,P21771,2.8356817593811883,P21771,7.15754,2.8356817593811883,7.15754,0.09684153781326339
YDR339C,Q05498,1.146520957737195,Q05498,10.14206,1.146520957737195,10.14206,0.06834382566854715
YDR341C,Q05506,1.5404526186529433,Q05506,10.42425,1.5404526186529433,10.42425,0.06649372190420848
YDR342C;YDR343C,P39004,8.943075499211407,P39004;P39003,1.267331,8.943075499211407,1.267331,0.5469346055292148
YDR345C,P32466,0.9395370938205063,P32466,6.312021,0.9395370938205063,6.312021,0.1098138267537363
YDR346C,Q05515,1.612225052083561,Q05515,9.525104,1.612225052083561,9.525104,0.07277056298387348
YDR347W,P10662,2.6998507528965185,P10662,8.502661,2.6998507528965185,8.502661,0.08152120619179634
YDR348C,Q05518,1.920239055294551,Q05518,8.426024,1.920239055294551,8.426024,0.0822626639278437
YDR349C,Q06325,1.6108589367562085,,,1.6108589367562085,1.6108589367562085,0.43029663538120716
YDR353W,P29509,2.1365598905277015,P29509,7.734816,2.1365598905277015,7.734816,0.08961391978295867
YDR354W,P07285,2.1019590437423004,P07285,14.30955,2.1019590437423004,14.30955,0.04843948136453944
YDR356W,P32380,2.5664531813471503,P32380,6.499659,2.5664531813471503,6.499659,0.10664362246695484
YDR358W,Q06336,5.642884754365339,Q06336,9.309218,5.642884754365339,9.309218,0.0744581532584096
YDR359C,Q06337,2.3182768988518507,Q06337,7.066775,2.3182768988518507,7.066775,0.0980853615064786
YDR361C,Q06338,1.2208446438731588,Q06338,10.55454,1.2208446438731588,10.55454,0.06567289342405688
YDR362C,Q06339,1.9891459767150597,Q06339,9.169173,1.9891459767150597,9.169173,0.07559538690784275
YDR363W-A,O94742,2.454645719725268,O94742,7.930688,2.454645719725268,7.930688,0.08740063668624277
YDR365C,Q06344,1.0376744721582845,Q06344,9.403347,1.0376744721582845,9.403347,0.07371281529437819
YDR367W,Q06346,1.8648594959898337,Q06346,14.37357,1.8648594959898337,14.37357,0.04822373151276581
YDR368W,Q12458,3.39856841932763,Q12458,13.43642,3.39856841932763,13.43642,0.05158719216576627
YDR372C,Q06385,2.515574756285436,Q06385,9.523339,2.515574756285436,9.523339,0.07278404985477734
YDR373W,Q06389,1.5999722719965075,Q06389,4.406131,1.5999722719965075,4.406131,0.15731424702532568
YDR375C,P32839,,P32839,5.631732,5.631732,5.631732,0.12307886464766882
YDR376W,P48360,2.782760760371711,P48360,9.16217,2.782760760371711,9.16217,0.07565316737846442
YDR377W,Q06405,2.6837747816259854,Q06405,6.233847,2.6837747816259854,6.233847,0.11119091959747253
YDR378C,Q06406,2.100350469717198,,,2.100350469717198,2.100350469717198,0.3300150096632559
YDR379C-A,Q3E785,3.8611365661823713,,,3.8611365661823713,3.8611365661823713,0.17951894958361495
YDR379W,Q06407,,Q06407,6.893101,6.893101,6.893101,0.10055665520640787
YDR381W,Q12159,2.4243557633449813,Q12159,10.30295,2.4243557633449813,10.30295,0.06727657423941157
YDR382W,P02400,1.5757143350599412,P02400,9.575739,1.5757143350599412,9.575739,0.07238576370554223
YDR383C,Q12493,3.35537910288756,,,3.35537910288756,3.35537910288756,0.20657790351124236
YDR384C,Q12359,,Q12359,0.9375452,0.9375452,0.9375452,0.7393213474507099
YOR133W;YDR385W,P32324,1.6602479659736185,,,1.6602479659736185,1.6602479659736185,0.4174961781407534
YDR388W,P39743,3.0199493442959984,P39743,9.86622,3.0199493442959984,9.86622,0.07025458387912953
YDR389W,P17121,1.7821289830189033,P17121,5.480894,1.7821289830189033,5.480894,0.12646608027083633
YDR390C,P52488,2.1184698370337323,P52488,9.120447,2.1184698370337323,9.120447,0.07599925536105251
YDR391C,Q04170,3.9011663884089494,Q04170,7.289913,3.9011663884089494,7.289913,0.09508305250830089
YDR392W,P06844,1.6097342225065172,P06844,8.39645,1.6097342225065172,8.39645,0.08255240971600442
YDR394W,P33298,2.4917628793830584,P33298,9.031066,2.4917628793830584,9.031066,0.07675142453393047
YDR395W,Q04175,1.8215716149211862,Q04175,10.66581,1.8215716149211862,10.66581,0.06498776750757282
YDR397C,Q92317,1.8872001193395653,Q92317,6.875901,1.8872001193395653,6.875901,0.1008081967090488
YDR398W,Q04177,1.1123471473415112,Q04177,8.682522,1.1123471473415112,8.682522,0.07983247039972317
YDR399W,Q04178,2.039931804154532,Q04178,12.30581,2.039931804154532,12.30581,0.056326822903973436
YDR404C,P34087,,P34087,11.59972,11.59972,11.59972,0.059755509664021655
YDR406W,Q04182,2.1724505330052697,Q04182,8.086626,2.1724505330052697,8.086626,0.08571525139903159
YDR407C,Q04183,1.7576688064482346,Q04183,9.880716,1.7576688064482346,9.880716,0.07015151336805403
YDR408C,P04161,5.861422150676035,P04161,8.592232,5.861422150676035,8.592232,0.08067137625705932
YDR412W,Q04031,1.211951147456721,Q04031,7.019421,1.211951147456721,7.019421,0.0987470591320773
YEL054C;YDR418W,P0CX53,1.5007360701810417,,,1.5007360701810417,1.5007360701810417,0.4618714738270583
YDR419W,Q04049,0.983083952382493,,,0.983083952382493,0.983083952382493,0.7050742501493498
YDR422C,P32578,2.65831836896832,P32578,5.479803,2.65831836896832,5.479803,0.12649125900327898
YDR424C,Q02647,2.4763726217867905,Q02647,8.204358,2.4763726217867905,8.204358,0.08448524315491174
YDR427W,Q04062,2.272514450695506,Q04062,12.2142,2.272514450695506,12.2142,0.05674929021630113
YDR428C,Q04066,2.061453212237174,Q04066,4.382935,2.061453212237174,4.382935,0.15814680814567073
YDR429C,Q04067,1.5055225130941396,Q04067,11.48031,1.5055225130941396,11.48031,0.06037704387424602
YDR430C,P32898,2.256207430115131,P32898,10.61224,2.256207430115131,10.61224,0.06531582216006661
YDR432W,Q01560,1.7052278879879665,Q01560,9.919158,1.7052278879879665,9.919158,0.06987963903387216
YDR434W,Q04080,2.4927992433009942,Q04080,11.34652,2.4927992433009942,11.34652,0.0610889665342277
YDR439W,Q04087,,Q04087,8.043899,8.043899,8.043899,0.08617054746211325
YDR443C,P38931,1.3860702919295027,P38931,7.49735,1.3860702919295027,7.49735,0.09245229055065393
YML024W;YDR447C,P02407,1.5161800648406492,,,1.5161800648406492,1.5161800648406492,0.45716679478488936
YDR449C,Q02354,1.1428986184333474,Q02354,8.553423,1.1428986184333474,8.553423,0.08103740228443575
YML026C;YDR450W,P0CX56,1.5343184179678055,,,1.5343184179678055,1.5343184179678055,0.451762275967471
YDR452W,Q04119,3.564080195399545,Q04119,5.397946,3.564080195399545,5.397946,0.12840943213584302
YDR453C,Q04120,4.580229547466132,Q04120,4.692861,4.580229547466132,4.692861,0.14770247415381477
YDR454C,P15454,1.8702901922638768,P15454,10.67013,1.8702901922638768,10.67013,0.06496145600474833
YDR457W,Q03280,2.787535718285068,Q03280,7.879381,2.787535718285068,7.879381,0.08796975048673814
YDR458C,Q03281,1.5402011504700606,Q03281,8.238762,1.5402011504700606,8.238762,0.0841324437530718
YDR460W,Q03290,1.7250279398097024,Q03290,9.730379,1.7250279398097024,9.730379,0.07123537331484676
YDR462W,P36527,2.8007865702223897,,,2.8007865702223897,2.8007865702223897,0.24748304206018368
YDR464W,P38904,1.3630170731131255,P38904,3.485953,1.3630170731131255,3.485953,0.19884008205502063
YDR465C,Q03305,0.8765900781837397,Q03305,7.075578,0.8765900781837397,7.075578,0.09796332971807324
YDR466W,Q03306,2.6098771338222475,Q03306,7.828972,2.6098771338222475,7.828972,0.08853616803840214
YDR468C,Q03322,2.528742471122391,Q03322,7.473596,2.528742471122391,7.473596,0.09274613995189802
YDR469W,Q03323,2.3189280293170276,Q03323,8.862479,2.3189280293170276,8.862479,0.07821143277856514
YDR472W,Q03337,1.842098953745961,Q03337,10.61106,1.842098953745961,10.61106,0.06532308558805108
YDR476C,Q03362,2.711553298328516,Q03362,11.40781,2.711553298328516,11.40781,0.060760757810652995
YDR477W,P06782,2.8041380468173887,P06782,9.181446,2.8041380468173887,9.181446,0.07549433722748523
YDR480W,Q03373,2.5547018796228604,Q03373,8.857422,2.5547018796228604,8.857422,0.07825608631495093
YDR481C,P11491,3.160848227745459,P11491,8.844863,3.160848227745459,8.844863,0.07836720371586821
YDR483W,P27809,1.5963384468452904,P27809,3.77474,1.5963384468452904,3.77474,0.18362779438052562
YDR484W,P39904,,P39904,11.1629,11.1629,11.1629,0.06209382692310647
YDR485C,Q03388,1.6678901705672604,Q03388,27.03893,1.6678901705672604,27.03893,0.025635155701795347
YDR486C,Q03390,2.3262648217145636,,,2.3262648217145636,2.3262648217145636,0.2979657234592337
YDR487C,Q99258,2.4377140147005663,Q99258,,2.4377140147005663,2.4377140147005663,0.28434310849424527
YDR489W,Q03406,2.4058263271559435,Q03406,9.437757,2.4058263271559435,9.437757,0.07344405885423257
YDR490C;YOL100W,Q03407,3.0388380213973076,,,3.0388380213973076,3.0388380213973076,0.22809612611113272
YDR493W,Q03429,2.861555540539979,Q03429,8.896215,2.861555540539979,8.896215,0.07791484137466836
YDR494W,Q03430,2.6431611921701883,Q03430,4.51621,2.6431611921701883,4.51621,0.1534798383068868
YDR496C,Q04373,1.2677696435483892,Q04373,10.14826,1.2677696435483892,10.14826,0.06830207154329365
YDR497C,P30605,0.43313968785426277,P30605,0.3678558,0.43313968785426277,0.3678558,1.8842904762136286
YDR498C,P28791,2.5710556182815147,P28791,10.79086,2.5710556182815147,10.79086,0.06423465604779835
YDR500C,P51402,1.5174113471835833,P51402,9.400949,1.5174113471835833,9.400949,0.07373161800579338
YDR502C,P19358,1.5280873073564485,P19358,10.11608,1.5280873073564485,10.11608,0.06851934549350591
YDR505C,P50896,2.954380122406099,P50896,4.962493,2.954380122406099,4.962493,0.13967721074063888
YDR507C,Q12263,1.3953615985677112,Q12263,2.656372,1.3953615985677112,2.656372,0.2609375420912226
YDR508C,P48813,0.7054883513518053,P48813,2.836757,0.7054883513518053,2.836757,0.24434492646354455
YDR510W,Q12306,2.589788996746596,Q12306,9.629038,2.589788996746596,9.629038,0.07198509140372542
YDR511W,Q04401,3.3843018021814357,Q04401,5.603775,3.3843018021814357,5.603775,0.12369289997545321
YDR513W,P17695,3.4565983935413906,P17695,7.577636,3.4565983935413906,7.577636,0.09147274698335277
YDR515W,Q12034,2.358423865267911,Q12034,10.49535,2.358423865267911,10.49535,0.06604326492779615
YDR516C,Q04409,5.561784350556573,Q04409,10.51419,5.561784350556573,10.51419,0.06592492436982263
YDR517W,Q04410,2.9715715924059145,Q04410,12.48892,2.9715715924059145,12.48892,0.055500970505051296
YDR518W,P32474,3.1917638925171707,P32474,19.73828,3.1917638925171707,19.73828,0.035116898765239185
YDR519W,P32472,1.7067714408263974,P32472,5.023566,1.7067714408263974,5.023566,0.13797911295680107
YDR527W,Q04418,1.5529360565867498,Q04418,9.412667,1.5529360565867498,9.412667,0.07363982817621671
YDR529C,P00128,3.362839721813791,P00128,0.1726326,3.362839721813791,0.1726326,4.015158090418295
YDR530C,P22108,4.7314656785554785,P22108,13.15607,4.7314656785554785,13.15607,0.05268649228530597
YDR531W,Q04430,1.5318536910268472,Q04430,10.30128,1.5318536910268472,10.30128,0.0672874808334445
YDR532C,Q04431,,Q04431,5.669194,5.669194,5.669194,0.12226556024717893
YDR533C,Q04432,7.830384727857901,Q04432,31.16626,7.830384727857901,31.16626,0.022240306682930363
YDR539W,Q03034,5.529063918396972,Q03034,11.20509,5.529063918396972,11.20509,0.06186002794800803
YEL002C,P33767,2.6082949529335404,P33767,9.980533,2.6082949529335404,9.980533,0.06944991620787641
YEL003W,P40005,1.5768156615348077,P40005,9.54252,1.5768156615348077,9.54252,0.0726377498354675
YEL007W,P40002,2.6852908779759046,P40002,5.355152,2.6852908779759046,5.355152,0.12943557541596304
YEL011W,P32775,22.806833722969245,P32775,11.97424,22.806833722969245,11.97424,0.05788652812704149
YEL012W,P28263,5.894071114907638,,,5.894071114907638,5.894071114907638,0.11760074947294
YEL013W,P39968,3.137672785929319,P39968,10.17946,3.137672785929319,10.17946,0.06809272599528317
YEL015W,P39998,2.019151060436008,P39998,10.69293,2.019151060436008,10.69293,0.06482294194013664
YEL017W,P39996,3.6725052142706653,P39996,54.50198,3.6725052142706653,54.50198,0.0127178348485678
YEL018W,P39995,2.220794644812285,P39995,10.18717,2.220794644812285,10.18717,0.06804119108250331
YEL019C,P38632,,P38632,11.44441,11.44441,11.44441,0.06056644078287525
YEL020W-A,O74700,2.490108311403249,O74700,8.430764,2.490108311403249,8.430764,0.08221641366784141
YEL021W,P03962,2.960209308938867,,,2.960209308938867,2.960209308938867,0.23415478711821722
YEL022W,P39993,2.3562522804982695,P39993,9.635194,2.3562522804982695,9.635194,0.07193909957183481
YEL024W,P08067,3.069016736077331,P08067,5.281263,3.069016736077331,5.281263,0.1312464803513753
YEL026W,P39990,1.1592133629322838,P39990,9.465451,1.1592133629322838,9.465451,0.07322917635514095
YEL027W,P25515,2.2942643468756905,P25515,,2.2942643468756905,2.2942643468756905,0.3021217592052403
YEL031W,P39986,2.336803850102422,P39986,11.69007,2.336803850102422,11.69007,0.05929367236979293
YEL032W,P24279,1.564677327042511,P24279,5.880796,1.564677327042511,5.880796,0.11786621752564538
YEL034W,P23301,1.6304910948968436,P23301,9.099698,1.6304910948968436,9.099698,0.07617254776586489
YEL036C,P32629,2.2794916674771155,P32629,9.743248,2.2794916674771155,9.743248,0.07114128477074025
YEL037C,P32628,1.7940960598267455,P32628,8.442374,1.7940960598267455,8.442374,0.08210334919537388
YEL038W,P32626,2.3393587437227144,P32626,13.71963,2.3393587437227144,13.71963,0.05052229400938256
YEL039C,P00045,14.745516094060779,,,14.745516094060779,14.745516094060779,0.047007319115750186
YEL040W,P32623,1.2270438853644057,P32623,2.925786,1.2270438853644057,2.925786,0.23690973316570155
YEL042W,P32621,1.627429525015109,P32621,4.867209,1.627429525015109,4.867209,0.14241163273653243
YEL043W,P32618,2.7367822621403533,P32618,6.291632,2.7367822621403533,6.291632,0.11016969532864371
YEL044W,P32617,2.3205488331836133,P32617,10.58659,2.3205488331836133,10.58659,0.0654740743298782
YEL046C,P37303,0.914348648231619,P37303,7.156281,0.914348648231619,7.156281,0.09685857508389417
YEL047C,P32614,3.5137138951680926,P32614,11.55808,3.5137138951680926,11.55808,0.059970789314483484
YEL048C,P32613,,P32613,6.183351,6.183351,6.183351,0.1120989542013619
YEL050C,P32611,3.143989675153447,P32611,6.71776,3.143989675153447,6.71776,0.1031812956342509
YEL051W,P32610,2.363094377372656,P32610,12.34454,2.363094377372656,12.34454,0.0561501020337692
YEL052W,P32317,,P32317,5.167602,5.167602,5.167602,0.1341332363753914
YEL055C,P39985,1.4338032533262348,P39985,10.39794,1.4338032533262348,10.39794,0.066661971559746
YEL056W,P39984,2.43798819662001,P39984,9.109281,2.43798819662001,9.109281,0.0760924139413358
YEL058W,P38628,2.5812677503313655,P38628,10.93899,2.5812677503313655,10.93899,0.06336482440882982
YEL059C-A,Q05676,3.8775687332778928,Q05676,9.67256,3.8775687332778928,9.67256,0.07166119213113646
YEL060C,P09232,6.550996252229254,P09232,19.28038,6.550996252229254,19.28038,0.035950908672959
YEL061C,P27895,2.3358076457107027,P27895,1.3168,2.3358076457107027,1.3168,0.526387591555244
YEL066W,P39979,1.9928262336872584,P39979,7.846159,1.9928262336872584,7.846159,0.0883422296897049
YEL071W,P39976,2.621769479514172,P39976,15.50419,2.621769479514172,15.50419,0.044707087604057054
YER001W,P39106,1.8365620378839183,P39106,2.556491,1.8365620378839183,2.556491,0.27113225924125894
YER002W,P40007,0.948572104026199,P40007,6.101338,0.948572104026199,6.101338,0.11360576656463636
YER003C,P29952,2.7369528858898664,P29952,13.22207,2.7369528858898664,13.22207,0.052423499539780476
YER004W,P40008,1.9799993003251004,P40008,10.18614,1.9799993003251004,10.18614,0.06804807125760547
YER006W,P40010,0.935336744463316,P40010,7.172229,0.935336744463316,7.172229,0.09664320263058322
YER007C-A,P89886,1.8020565667989112,P89886,10.75048,1.8020565667989112,10.75048,0.0644759285687658
YER008C,P33332,2.3936039537457345,P33332,11.57262,2.3936039537457345,11.57262,0.05989544118444615
YER010C,P40011,3.99959169332368,P40011,10.05615,3.99959169332368,10.05615,0.06892768908180022
YER012W,P22141,2.6170292035184968,P22141,12.65587,2.6170292035184968,12.65587,0.05476882905402357
YER013W,P24384,11.940408749771235,P24384,5.252031,11.940408749771235,5.252031,0.13197697815567833
YER014W,P40012,2.4305065713486327,P40012,8.326393,2.4305065713486327,8.326393,0.08324699309292095
YER016W,P40013,2.438308372710722,P40013,12.20425,2.438308372710722,12.20425,0.05679555733125307
YER017C,P39925,2.784543775220004,P39925,6.420467,2.784543775220004,6.420467,0.1079589974623256
YER019C-A,P52871,1.970251892663343,P52871,6.004692,1.970251892663343,6.004692,0.11543426050161194
YER020W,P10823,6.471631690743763,P10823,9.030621,6.471631690743763,9.030621,0.07675520659763546
YER021W,P40016,2.4121569423509706,P40016,9.693087,2.4121569423509706,9.693087,0.07150943559672428
YER022W,P32569,2.679287476670331,P32569,9.177626,2.679287476670331,9.177626,0.07552576020857085
YER023W,P32263,2.6567732411133873,P32263,9.996749,2.6567732411133873,9.996749,0.06933725959909019
YER025W,P32481,1.4453253207987813,P32481,9.021902,1.4453253207987813,9.021902,0.07682938481929256
YER027C,Q04739,2.5892915850428704,Q04739,7.659585,2.5892915850428704,7.659585,0.09049409081039578
YER029C,P40018,2.804077383423617,P40018,11.08372,2.804077383423617,11.08372,0.06253741348211118
YER030W,P40019,2.2241390824742644,P40019,10.14304,2.2241390824742644,10.14304,0.0683372224264072
YER031C,P38555,2.470724134956019,P38555,9.664585,2.470724134956019,9.664585,0.07172032534867719
YER033C,P40021,2.9045173830907984,,,2.9045173830907984,2.9045173830907984,0.23864452820810567
YER034W,P40022,1.5059004322415448,P40022,7.337491,1.5059004322415448,7.337491,0.09446651185806501
YER036C,P40024,1.232596635628663,P40024,9.51895,1.232596635628663,9.51895,0.0728176091438599
YER040W,P18494,,P18494,5.675135,5.675135,5.675135,0.12213756687020579
YER042W,P40029,1.6074955350103097,P40029,10.22584,1.6074955350103097,10.22584,0.06778388675746397
YER043C,P39954,1.5587050185070805,P39954,8.078671,1.5587050185070805,8.078671,0.08579965449266906
YER047C,P39955,1.725929037259879,P39955,7.413705,1.725929037259879,7.413705,0.0934953819392524
YER048C,P39101,2.224133487434117,P39101,9.236684,2.224133487434117,9.236684,0.0750428595976592
YER048W-A,Q6Q560,2.06509818659946,Q6Q560,6.721759,2.06509818659946,6.721759,0.10311990961888776
YER049W,P40032,1.3171579269326212,P40032,8.89824,1.3171579269326212,8.89824,0.07789711005321787
YER050C,P40033,2.0702584768595447,P40033,3.513974,2.0702584768595447,3.513974,0.1972544989120424
YER051W,P40034,,P40034,3.963872,3.963872,3.963872,0.1748661865367866
YER052C,P10869,1.8440563581671263,P10869,16.27547,1.8440563581671263,16.27547,0.04258845861655272
YER053C,P40035,3.703829173098053,P40035,10.39737,3.703829173098053,10.39737,0.06666562607274197
YER055C,P00498,2.3531184422219544,P00498,17.05504,2.3531184422219544,17.05504,0.04064177982343901
YER056C-A,P87262,1.5579022748483813,,,1.5579022748483813,1.5579022748483813,0.44492340228940486
YER057C,P40037,2.5057881157257045,P40037,9.190784,2.5057881157257045,9.190784,0.0754176336382125
YER058W,Q02771,,Q02771,7.327131,7.327131,7.327131,0.09460008024422456
YER059W,P40038,3.118083581661061,P40038,5.633592,3.118083581661061,5.633592,0.12303822863990599
YER062C,P40106,2.9368988722075144,P40106,11.85628,2.9368988722075144,11.85628,0.058462450326742056
YER063W,P40040,2.9430081754428246,P40040,10.52444,2.9430081754428246,10.52444,0.06586071853323743
YER064C,P40041,2.4540773660223785,,,2.4540773660223785,2.4540773660223785,0.2824471592284856
YER067W,P40043,7.245468934088445,P40043,7.487238,7.245468934088445,7.487238,0.09257715335881474
YER068W,P34909,1.8865371754905578,P34909,8.66576,1.8865371754905578,8.66576,0.07998688869296464
YER069W,Q01217,2.872514044583685,Q01217,44.33238,2.872514044583685,44.33238,0.01563523502595496
YER070W;YIL066C,P21524,1.5069367601162407,,,1.5069367601162407,1.5069367601162407,0.45997098146738286
YER071C,P40045,2.745111435005329,P40045,13.59843,2.745111435005329,13.59843,0.05097258878855465
YER072W,P40046,1.8875221387412084,P40046,9.652532,1.8875221387412084,9.652532,0.07180988165177232
YER073W,P40047,1.4572898838494681,P40047,12.32655,1.4572898838494681,12.32655,0.05623205037581037
YIL069C;YER074W,P0CX32,1.5243886260996076,,,1.5243886260996076,1.5243886260996076,0.45470503301607107
YER077C,P40050,2.0988524177106154,P40050,3.572584,2.0988524177106154,3.572584,0.1940184417105225
YER078C,P40051,1.7981494433755798,P40051,7.470944,1.7981494433755798,7.470944,0.09277906253345565
YER079W,P40052,5.292144028848914,P40052,3.883688,5.292144028848914,3.883688,0.17847653584941564
YER080W,P40053,2.8571210782021934,P40053,8.790538,2.8571210782021934,8.790538,0.07885150835591011
YER081W,P40054,9.12160825472661,P40054,16.76462,9.12160825472661,16.76462,0.041345833103282104
YER082C;REV__YBR233W-A,P40055,1.0547280939946428,,,1.0547280939946428,1.0547280939946428,0.6571809213261233
YER083C,P40056,2.4370136320784463,P40056,8.662419,2.4370136320784463,8.662419,0.0800177387586476
YER086W,P00927,1.862808995591906,P00927,8.18348,1.862808995591906,8.18348,0.08470078506453799
YER087C-B,P52870,2.5659717570791662,P52870,10.94754,2.5659717570791662,10.94754,0.06331533664731485
YER088C,P40059,0.8928270073013082,P40059,2.975256,0.8928270073013082,2.975256,0.2329706017095488
