Gene,MW,kdeg_value,vsyn,Mean,Std
YGR202C,49405.509999999995,0.2566990943853264,2.9341818257306317e-07,2.333847223287377e-07,5.762696780197253e-08
YPR060C,29746.799999999996,0.4522849098223941,7.641599335671136e-07,7.141354600404024e-07,3.0320106126357034e-07
YGL148W,40837.93,0.4268801263501416,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR304C,85367.36,0.2072842240706776,2.5579184950907618e-08,2.4381996437187124e-08,8.700403507843017e-09
YBR002C,32693.28,0.0702339967932216,1.0341060147570335e-05,8.948819119995089e-06,2.5933589106587547e-06
YMR101C,40199.58,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YNR001C,53359.45,0.1491114603041489,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YCR005C,51412.78999999999,0.1978287855821548,2.7422231816968317e-05,2.0880685962275395e-05,4.119065923631054e-06
YDR044W,37711.159999999996,0.2498416077653173,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBL039C,64709.530000000006,0.671337242481321,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJR103W,64509.89000000001,0.1734175128475983,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YFR055W,36971.08,0.2892641461349676,1.4808813134311346e-08,1.898820780022751e-08,1.4070466352840366e-08
YGL184C,51827.96,0.2892641461349676,6.146263465966509e-07,4.904301533805706e-07,1.5758365634468387e-07
YGR155W,56021.20999999999,0.4320461248542411,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YAL012W,42541.6,0.3929409505533855,9.227433823247332e-08,6.776699435860742e-08,1.3797906458083812e-08
YJR130C,72349.65,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR303W,48671.02,0.2635275523435678,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YNL247W,87529.14000000001,0.4107977994101356,8.638819952965157e-06,5.444609278867408e-08,6.419914013163151e-08
YLR245C,15535.929999999998,0.2490225372685989,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YNR012W,56295.67,0.0981825746588554,8.638819952965157e-06,1.507298448193852e-08,1.9862322338462374e-08
YHR007C,60719.590000000004,0.5773147576788904,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YHR042W,76770.89,0.3134934316380117,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPR062W,17506.76,0.6766512215919636,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YML086C,59492.93,0.3201543132572108,2.0784982384921701e-07,2.252068294026258e-07,9.910237057567102e-08
YMR041C,38220.0,0.1366251365302719,1.2145328438647674e-05,8.572605869399522e-06,2.711722567586702e-06
YBR149W,38883.1,0.1869652588862101,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YKL060C,39620.24,0.2312003993602197,9.329004451590376e-09,3.6391631271403892e-09,3.9354861286781595e-09
YDL246C,38096.020000000004,0.2892641461349676,1.5655025155815605e-06,1.0506956502521978e-06,2.8025060781976327e-07
YJR159W,38165.13,0.2892641461349676,2.0930414683439845e-08,2.229607700145196e-08,7.153967246664138e-09
YHR144C,35645.74,0.058790910001997,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR454C,20637.079999999998,0.3706094291821801,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YHR068W,42891.829999999994,0.359540781151294,8.638819952965157e-06,6.388481164297631e-09,6.51456693176721e-09
YCR036W,36923.549999999996,0.2635301021670488,5.3012391230106e-07,3.3890726852860467e-07,1.017153352649139e-07
YDR196C,27339.519999999997,0.2519103779474514,7.837137444158668e-08,4.721761598054833e-08,1.8432376835130305e-08
YNR057C,26256.529999999995,0.0079403346894294,1.748929170389975e-05,1.4396303865753454e-05,5.6188438361695104e-06
YPL087W,37230.399999999994,0.2892641461349676,0.00021883315184765206,0.0001636585903928836,7.268644537493612e-05
YOR236W,24260.75,0.4286312154889335,2.2614063736178017e-08,1.8622430573076755e-08,8.546918023755376e-09
YMR113W,47850.63999999999,0.2940484780436563,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDL100C,39353.27999999999,0.2830767759289621,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR420W,40312.84999999999,0.3744502840513176,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJR016C,62860.49,0.4523830193145803,8.638819952965157e-06,4.86723204943445e-09,7.69351248212904e-09
YFL053W,62133.969999999994,0.5818393871786638,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YML070W,62205.92999999999,0.2060553952550963,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJL167W,40482.89,0.2434760075477402,4.632783557025682e-07,2.9322039570927964e-07,8.022290714543345e-08
YKL152C,27608.279999999995,0.2106102221378658,1.2489382909871332e-07,9.75646363778192e-08,3.350111005769942e-08
YLR172C,33847.020000000004,0.4789123472339507,7.418877867298879e-08,6.524276894145232e-08,1.72123118719484e-08
YMR013C,58905.64,0.0814568945447626,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPR183W,30361.929999999997,0.2751375696129871,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YAL023C,86868.89999999998,0.2592915578431704,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDL095W,92674.39,0.2598211333767694,6.041585105352097e-07,5.832618112724355e-07,1.5371036999680325e-07
YDL093W,84774.8,0.2892641461349676,1.691034241236708e-06,1.78614718235661e-06,8.014447621383868e-07
YJR143C,87965.18999999999,0.3135584104615287,3.943288200039407e-08,5.064741209052327e-08,2.7169516627568788e-08
YOR321W,86321.82999999999,0.2262669023449593,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJR057W,24687.07,0.3281042590098966,1.5057033104291043e-06,1.8166893048965527e-06,8.802918276368457e-07
YJR069C,22092.679999999993,0.3432095557639654,1.6511196351319675e-07,1.6871341175294793e-07,8.50402853803314e-08
YBR252W,15307.160000000002,0.3594036528092604,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJR153W,37286.37,0.2892641461349676,7.932762445913356e-09,6.9512501959888995e-09,3.1046741987108257e-09
YPL281C,47327.119999999995,0.2892641461349676,1.0084643137513362e-07,1.0208161528687147e-07,4.191211730913062e-08
YGR254W,46815.64,0.0569204233187582,2.6529625092480564e-07,2.8088022626511606e-07,1.3291356217363468e-07
YHR174W,46913.68,0.2322573775280599,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YMR323W,47312.159999999996,0.2892641461349676,5.062654805399687e-06,3.7889338947182274e-06,8.92009615637397e-07
YOR393W,47327.119999999995,0.2892641461349676,3.099797430564354e-08,3.418530937017999e-08,1.2542436952025509e-08
YDR147W,61656.310000000005,0.1197657341540546,1.8656138618616204e-07,1.922134441568296e-07,6.623010204145178e-08
YOR126C,27345.93999999999,0.3007955992439244,1.7516285141961727e-07,1.299737460067854e-07,2.579279311493307e-08
YDR261C,63507.23,0.2357441699205248,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YGR282C,34118.13,0.2774693813338849,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR300W,51310.37999999999,0.2937695218785603,8.290560387776287e-08,6.826770561382636e-08,1.5548420066003196e-08
YNR067C,121063.15999999997,0.2029628428725271,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOR190W,51808.75,0.2892641461349676,4.5165474844179774e-07,3.879787684022259e-07,1.5287863593401362e-07
YPL069C,38651.08000000001,0.090744872830245,1.4889312398596083e-07,1.0373134648719956e-07,3.6098359042034945e-08
YER015W,83437.04000000001,0.2892641461349676,4.383630028459779e-09,5.346503557237187e-09,1.7872470912638925e-09
YOR176W,44595.59999999999,0.2403602346454545,1.0867338847186324e-05,7.3592790828397715e-06,2.0189708771580803e-06
YKR066C,40352.46,0.3072799060600926,1.264658512084815e-06,1.1901026341902197e-06,4.2500655567217985e-07
Q0045,58797.549999999996,0.3036859219994524,1.0977915648012148e-06,9.183603558023216e-07,2.2513516464605394e-07
Q0250,28566.900000000005,0.3447592039015595,9.892409109028385e-09,8.636301079512869e-09,3.784988017339326e-09
Q0275,30359.41,0.2892641461349676,3.077781531887088e-07,2.402903840280588e-07,8.755892943978672e-08
YDL067C,6963.130000000001,0.4255775064976415,5.975769436803502e-08,5.985278447469384e-08,1.8295150952181282e-08
YGL187C,17142.399999999998,0.2837268494062747,1.3384937770049127e-06,1.246093566882137e-06,6.984312582850403e-07
YGL191W,15020.97,0.3912449893177682,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YHR051W,17341.39,0.2505969686007727,8.35355197647178e-06,7.041126445999778e-06,2.0918986419243182e-06
YIL111W,17196.500000000004,0.2261963921119219,4.615593662002901e-07,3.1434296530724686e-07,8.986474548095623e-08
YLR038C,9787.779999999999,0.2281964261802929,2.542221466914011e-07,1.708131307024164e-07,4.2856156965152685e-08
YLR395C,8906.56,0.2255549951124069,7.674033688647245e-08,6.151992007452494e-08,2.2392380612649734e-08
YMR256C,6932.299999999999,0.2892641461349676,6.652603446046927e-08,6.955189484897666e-08,3.5159567183787306e-08
YNL052W,17140.329999999998,0.8274366974330092,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR231C,23757.779999999995,0.154485166056736,2.6803801988518498e-06,2.2129725939227143e-06,8.778845343196886e-07
YGR062C,35649.94,0.0617330918469901,7.14040637455044e-06,4.171865132878207e-06,1.4837640502754891e-06
YHR116W,17317.579999999998,0.2405877932085019,4.306349285695386e-06,3.667795249620093e-06,1.0424395446795648e-06
YJL003W,14076.860000000002,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLL018C-A,11105.419999999998,0.2892641461349676,7.49087741306895e-06,5.248164350142046e-06,1.6650974435577097e-06
YPL132W,34043.840000000004,0.0783177507579215,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
Q0105,43655.49,0.2892641461349676,2.4333065590674317e-06,1.8476929464665262e-06,6.722028663463161e-07
YBL045C,50227.24,0.2248822909098349,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR529C,14564.659999999996,0.2061196006647879,8.638819952965157e-06,2.4300735516397615e-07,2.3457571760647985e-07
YEL024W,23364.789999999997,0.2258531771468579,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YFR033C,17256.819999999996,0.217555115120257,1.6801303918469479e-06,9.780740391708812e-07,3.838055306961629e-07
YGR183C,7476.219999999999,0.1567269829407237,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YHR001W-A,8592.85,0.2625289329526387,3.644371193326526e-05,3.132680315634156e-05,9.385812768309295e-06
YJL166W,10974.37,0.2046984331059861,0.00013458815518665803,8.930806382915852e-05,2.8088584285017056e-05
YOR065W,34054.229999999996,0.1843853743439392,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPR191W,40477.64,0.2209641117913477,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDL045C,35545.77,0.2505409450004511,4.378233190413819e-05,4.354698238835033e-05,2.341370518039002e-05
YLR011W,21280.399999999998,0.0835664596346311,5.2817165070883594e-08,2.9821940752296436e-08,1.0184378179491713e-08
YOR388C,41713.8,0.2892641461349676,6.030789178271864e-08,6.193179352273371e-08,2.6546462291347636e-08
YGR204W,102204.12,0.2226669146246201,3.507889866293826e-08,3.4950970449534755e-08,3.267672113340639e-08
YBR084W,106216.42,0.5410851581017058,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR345W,58385.13,0.0854509184426004,1.746208661135489e-06,8.952437115760541e-07,6.60227722326763e-07
YJL155C,52594.270000000004,0.1241627345117669,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR377C,38262.189999999995,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPL262W,53151.25,0.2369225088977012,6.496657071565972e-07,4.1365700521911964e-07,9.640700588085169e-08
YKL216W,34800.45,0.5922320260549131,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YEL047C,50843.51000000001,0.1972691007976293,6.687005123190566e-08,5.4070534209001355e-08,1.72973737882111e-08
YLR299W,73179.81,0.1396843603381347,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBR020W,57943.66,0.2892641461349676,2.973302348782722e-08,2.7536089879465158e-08,1.2534023509858872e-08
YBR018C,42384.670000000006,0.2892641461349676,9.733570475525591e-08,5.4448998754939415e-08,1.7025751521894814e-08
YJL101C,78252.78,0.3080105387674647,1.576221540607134e-06,1.0778417915215133e-06,2.3566732993894477e-07
YPR184W,174969.86000000002,0.0127997725243532,1.5301271991726445e-07,1.6578428372107326e-07,8.042231807029069e-08
YIL099W,61462.310000000005,0.2892641461349676,8.462197283532702e-08,9.251843249925934e-08,3.9507954381203436e-08
YNL241C,57520.9,0.2366579308260057,7.5147494484766e-08,7.995083302880779e-08,3.232308220615236e-08
YBR196C,61298.31999999999,0.2259641363232058,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR300C,47161.63999999999,0.4379109801833201,5.113782951711714e-07,3.750717830054328e-07,1.1258846684417518e-07
YMR250W,65989.26000000002,0.0438393445540381,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDL215C,124330.60999999999,0.1471143549069515,8.308461079782636e-08,9.188782291803953e-08,5.5673856373297425e-08
YAL062W,49626.530000000006,0.1283461586456376,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOR375C,49569.31,0.1764030729477179,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDL171C,238099.44,0.3318200527553466,5.915843842127755e-05,3.4612390422730414e-05,1.3748857726883023e-05
YOR323C,49739.909999999996,0.3638304589155188,3.6558616783484064e-06,3.5933793704927933e-06,1.7490239180985365e-06
YFL060C,25131.61,0.2892641461349676,5.3969522260382704e-05,4.5661865694677654e-05,1.6836360456922187e-05
YNL334C,25207.679999999997,0.2892641461349676,2.9989918454889837e-05,2.1681095764149728e-05,8.303571738396146e-06
YPR035W,41765.6,0.2473792895864313,1.6325872526113663e-06,1.5843135661363644e-06,6.458081823254386e-07
YMR084W,29271.849999999995,0.2892641461349676,2.2110795678099153e-07,1.2037207998559206e-07,6.434530128466417e-08
YKL104C,80045.93,0.2565789003113458,7.996855667876626e-08,5.518026082859532e-08,3.860695040748122e-08
YOR168W,93131.59000000001,0.4076511616299842,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YGL245W,80841.87000000001,0.343399047825967,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOL033W,61602.69,0.0967505934395454,8.638819952965157e-06,9.842137181266315e-09,2.2173564028454127e-08
YCL035C,12380.019999999997,0.1683687579619784,1.3798662810537162e-07,9.849406076131549e-08,4.671689301925154e-08
YPL091W,53440.15999999999,0.3162697951864464,4.6768706798147925e-09,7.190582660689469e-09,3.821112236161945e-09
YDR098C,28260.969999999994,0.3140917504657254,1.1323191043353319e-07,1.0936698488780588e-07,3.6927015944891205e-08
YDR513W,15861.24,0.2005286995026908,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YER174C,27492.57,0.4498718093576426,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPL059W,16931.26,0.2785141161963613,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YNL229C,40270.29000000001,0.3663154633971945,1.0632737683366797e-08,8.800896497959473e-09,2.7443658041753943e-09
YBR244W,18405.799999999996,0.4035702461488938,4.6243995109104516e-08,3.8033150100241355e-08,2.487471038274395e-08
YIR037W,18641.18,0.1880702665204618,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YKL026C,19484.249999999996,0.2892641461349676,1.9141115548352017e-08,1.2637039231730005e-08,3.2443277080475837e-09
YOL049W,55814.499999999985,0.2519881985380764,8.638819952965157e-06,9.7117362717562e-07,9.083512156267512e-07
YGR192C,35746.259999999995,0.214142765609498,2.26357910429786e-08,2.0205020619904723e-08,9.365592185902162e-09
YJL052W,35749.56,0.0150773355836096,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJR009C,35846.44999999999,0.1281508992328065,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOR120W,35078.75,0.1092192922822857,3.258695661201821e-08,2.5229005510713144e-08,9.504634503712187e-09
YHL032C,79823.59,0.2892641461349676,1.615869342823857e-08,1.0962986768214138e-08,4.436631038660448e-09
YER062C,27813.400000000005,0.2360132952207995,3.971420235390128e-08,6.143642638376209e-08,2.0657432487211984e-08
YIL053W,27946.55,0.4502032775806623,6.889035660905008e-07,4.537170419210119e-07,1.1101053761182537e-07
YIL155C,72388.17,0.2687257199062811,4.002677112882514e-08,4.410374956166169e-08,1.4534617382550366e-08
YDL022W,42868.299999999996,0.1537453551722926,2.5081680788515765e-08,1.6922618618861786e-08,1.071536110802164e-08
YOL059W,49421.149999999994,0.490452311485793,1.777603338293061e-06,9.758779241960418e-07,4.1663836013400054e-07
YPL110C,138012.85,0.3793255156442622,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR408C,23539.94,0.1182558025580874,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YAL044C,18792.76,0.1926712818677903,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR019C,44468.490000000005,0.1692188336335543,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YFL018C,54009.340000000004,0.2235083059874925,3.4554290548670455e-08,2.872523482739961e-08,6.512445832499511e-09
YMR189W,114450.33,0.1928805877518257,3.415555833449956e-08,3.572814143089521e-08,1.323618969983973e-08
YLR058C,52217.92999999999,0.1880605708839416,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBR263W,53685.89,0.3875559782082312,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR148C,50430.11,0.195200207554569,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YIL125W,114414.95999999999,0.2190665998148884,4.0188474780623706e-08,2.3061647593508682e-08,1.87838444878768e-08
YFR015C,80509.30999999998,0.0197474915016313,3.9285499353745656e-08,3.390306024577641e-08,1.4447614973456773e-08
YJL137C,44545.520000000004,0.2571942070786736,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YKR058W,69723.07999999997,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR258W,80078.01999999997,0.0466473338657839,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPR160W,103274.12000000001,0.0492205249167225,5.018679571177913e-08,4.678316348323969e-08,2.1089568276086482e-08
YBR121C,75337.94,0.4016349826099051,1.6544081429133025e-08,1.8332348389981116e-08,5.723920137925551e-09
YPR081C,71017.65,0.2892641461349676,1.815111941378281e-07,1.2170538253327058e-07,5.499013597323785e-08
YMR217W,58481.54,0.592026550215933,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YMR281W,35445.560000000005,0.0980308165166432,1.680324334632201e-07,1.6595010567817424e-07,6.05250711751183e-08
YCL052C,47922.79000000001,0.2227395433479545,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJR013W,47165.66,0.2892641461349676,1.617189782954559e-08,1.9931336452865526e-08,9.367559484215439e-09
YKL165C,105692.17000000001,0.1496977695707419,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBR004C,50758.12999999999,0.2892641461349676,6.383737173519192e-08,4.8725781656688585e-08,1.4851070000077382e-08
YGL142C,72564.97,0.2892641461349676,3.245559634875683e-08,2.2451132680989647e-08,6.137726142412787e-09
YDR302W,25261.640000000003,0.2892641461349676,1.1505631958323518e-08,1.0633588909129393e-08,3.972292801816041e-09
YLL031C,115633.29999999999,0.05479480663121,4.64494911455919e-08,4.687170034352376e-08,1.8783690818683898e-08
YGR267C,27768.799999999996,0.3694191254587396,1.5219192428553805e-05,7.502471161769238e-06,3.629770238014886e-06
YBL033C,38331.619999999995,0.3130978214106825,1.0673283109902121e-08,1.0624980560024318e-08,3.8579168132831315e-09
YDL238C,55202.920000000006,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR399W,25190.42,0.3397893886198938,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YER141W,54657.92,0.0638801782132705,6.828708707795265e-08,2.2135806384431354e-08,1.767050484909486e-08
YPL172C,52147.17999999999,0.2892641461349676,9.61922652568602e-07,7.987781427035718e-07,1.823247060081604e-07
YLR446W,48968.74999999999,0.2892641461349676,1.9382339922423812e-07,1.3502161626691076e-07,5.006810544816159e-08
YFR053C,53737.83999999999,0.0419183907010334,8.638819952965157e-06,6.747042480499561e-08,6.614258537666998e-08
YGL253W,53941.9,0.2648120712412052,2.158582629463866e-06,2.4266414064054398e-06,1.7906407661430183e-06
YCL040W,55376.88999999999,0.0918986976368141,5.461318981869664e-07,5.154078772135587e-07,2.512545404093792e-07
YDR516C,55920.27999999999,0.1246267630801941,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YCL030C,87720.27,0.1894915847847413,1.7188547997690447e-06,1.580219208318639e-06,3.961229694471334e-07
YFR025C,38581.38,0.2363100596310215,1.538074717620747e-05,9.756654855360623e-06,2.889656439701617e-06
YIL116W,42645.63999999999,0.086733484080368,1.006145207032811e-06,4.2702550865937226e-07,2.77882529359202e-07
YPR033C,59951.93000000001,0.402759612245726,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBR034C,39785.63,0.6315526607014811,5.0477159039502676e-08,2.3872754621746865e-08,8.786220572717594e-09
YJL200C,86582.23999999999,0.2845546572848664,3.870737154789825e-07,5.269315390989971e-07,2.6729478754807294e-07
YDL131W,48593.72000000001,0.2375436284730474,9.44153505257017e-07,5.846140728418055e-07,2.9476298599400206e-07
YDL182W,47098.409999999996,0.2015965410009126,6.668345708891649e-06,7.324936331887442e-06,3.893284219703319e-06
YLL062C,36714.4,0.0669495898938157,1.969402861121849e-05,1.4793622817674355e-05,7.206293953340507e-06
YPL273W,36668.149999999994,0.2892641461349676,6.062001916769971e-07,3.8239005703115214e-07,1.0143826180273341e-07
YIL094C,40068.53999999999,0.1707427171130492,3.205039120729785e-06,2.8522646690608575e-06,1.3206673990614513e-06
YJR139C,38501.63,0.2790881865639129,3.4605931983555057e-06,2.423234498130616e-06,7.501000850790174e-07
YHR025W,38712.149999999994,0.3774914402678342,9.89628211418709e-07,7.967959164663131e-07,2.7444304420131553e-07
YNL277W,53658.95999999999,0.2892641461349676,1.1596136055219677e-06,1.0084648490400113e-06,2.755948340727715e-07
YDR453C,21614.579999999998,0.1513345943421999,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YGR209C,11203.759999999998,0.2273081004137962,4.551185864684487e-09,9.612481635800599e-09,7.505174029752582e-09
YLR043C,11234.849999999999,0.2529364357547963,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBL064C,29495.489999999998,0.1589322398265295,4.1851103621781256e-08,3.4886814370219645e-08,1.3313963310478693e-08
YCR083W,14431.969999999998,0.2696129973048309,7.368734378552662e-07,5.695594512319315e-07,1.6341776648701876e-07
YLR109W,19114.41,0.4055305650298265,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR272W,31326.13,0.3499670885067761,1.269477289762711e-07,1.128050631813405e-07,3.7744666311028114e-08
YOR040W,32338.499999999996,0.1111455082151553,1.5450908842804532e-07,1.1615634280468614e-07,2.570886707999053e-08
YNR041C,41001.23,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPL214C,58058.12999999999,0.2892641461349676,6.081063523326018e-06,4.163062300246228e-06,9.796243472424954e-07
YDL205C,36674.26999999999,0.3407941715712392,2.248709406630173e-08,2.3630455782124717e-08,9.636444853100177e-09
YLR450W,115690.84999999999,0.2700414383698797,2.800524191466749e-07,2.43372846545056e-07,9.169242724956326e-08
YML075C,115624.48,0.3299487148222992,4.359892088001138e-08,2.7561856213149508e-08,1.0597711647637835e-08
YML126C,55012.829999999994,0.2656424942289369,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOL055C,61268.52000000001,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPL258C,61333.55,0.2892641461349676,8.552238969488149e-07,5.243584712010687e-07,1.8554466083127244e-07
YPR121W,63297.38,0.2892641461349676,1.4239405439817058e-07,1.5605403920880276e-07,6.940453589126532e-08
YBR248C,61067.29,0.2888493437217019,1.4513950174078743e-06,8.949072160534087e-07,3.841458782813077e-07
YOR202W,23832.949999999997,0.3393886869424705,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YHR216W,56529.36,0.0475209140561385,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR432W,56584.229999999996,0.3754604725936226,1.519968623380562e-08,1.3250466674843664e-08,2.939023743019753e-09
YML056C,56393.28,0.5048715918283472,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBR011C,32299.17,0.258401907353411,8.49727620728583e-06,7.056412522113058e-06,2.5014785826377613e-06
YMR267W,35572.13000000001,0.23292613116335,2.656024616962669e-09,1.8744743621092382e-09,5.192669012811639e-10
YLR028C,65281.75,0.2404034750174883,4.852858802088115e-07,4.80651944749996e-07,2.2093564172689817e-07
YMR120C,65262.69,0.1298644531603015,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR315C,32917.65,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR173C,40352.62999999999,0.0918118540837858,3.522743697085812e-07,2.933498795228455e-07,7.561258706041616e-08
YER019W,53940.02,0.0495654597496614,6.102498541626462e-07,5.724552075645856e-07,3.7708212110560913e-07
YNL037C,39323.57,0.1953691992942122,1.0290511018965136e-07,8.046847033509145e-08,2.2007001398307748e-08
YOR136W,39739.02999999999,0.1727142412699865,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR174W,46561.72,0.2892641461349676,2.6339440972930057e-09,2.4616012850091247e-09,1.0587450880920535e-09
YNL009W,47855.81999999999,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YER065C,62408.16,0.6699747634176201,1.056412545769141e-07,1.1602432636301564e-07,2.966312320577659e-08
YBL076C,122981.95,0.3940180391974353,1.6846712750652947e-07,1.1886877946581602e-07,3.248903402361883e-08
YPL040C,115792.35,0.0738558010693866,3.0015276843810014e-07,2.2787061236408614e-07,7.800907431632714e-08
YPL117C,33351.13,0.3659483727576113,9.10869153782375e-07,6.326915527773288e-07,2.1779591760089154e-07
YGR244C,46900.18000000001,0.1783404205692383,1.2782548767885322e-07,9.073652035718567e-08,2.629156674755432e-08
YOR142W,35032.06999999999,0.2008518984316783,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBL098W,52429.05,0.1834005382345537,3.569788562513925e-07,3.1303489616536377e-07,1.4020534086903883e-07
YLR089C,66420.89000000001,0.2707820555429432,1.2348655852008214e-06,9.953169481647122e-07,3.157377648046682e-07
YEL046C,42814.63,0.7580775472250276,1.496776141216505e-08,1.748055756254412e-08,7.094389460588898e-09
YMR226C,29158.08,0.289942143275473,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
